algorithm,method,couriers,mean,std,min,max
aco,insert,3,9.366680680081462,0.3906752659390304,8.153208437890106,10.565270710894122
aco,insert,4,7.652802280498863,0.3357732728337249,6.461950929482464,8.640522120865855
aco,insert,5,6.671312662284888,0.3283745919020437,5.554208120245967,7.537416298098679
aco,insert,6,6.054224503627736,0.33058818260640493,5.176441619868621,7.008790052364304
aco,swap,1,24.050382447891813,0.9205249771517168,20.815189202540548,26.85037531898825
aco,swap,2,12.968794724287129,0.5074015952183433,11.325069868162744,14.699378912501253
aco,swap,3,9.358820077751208,0.38304348946388883,8.041188536407276,10.381898259832868
aco,swap,4,7.647760173313793,0.33292613730093235,6.631917934795231,8.766599584236504
aco,swap,5,6.654510721991154,0.318179442108237,5.714508315653832,7.758346958195986
aco,swap,6,6.038096806049535,0.33298383331990317,5.052185203791699,7.012824336997588
aco,reverse,1,22.469002847177187,0.8699723190896197,19.506262072042816,25.076916049617772
aco,reverse,2,12.26799798185583,0.4685391055249112,10.626785665110674,13.579274747120737
aco,reverse,3,8.956142314654532,0.3638272867054091,7.718305079381786,10.074272309516736
aco,reverse,4,7.397645425194118,0.3295465985436531,6.435458687101357,8.41485365623173
aco,reverse,5,6.501233638172317,0.31852244163542964,5.376756329172327,7.384031754952646
aco,reverse,6,5.940736176882867,0.3200533924918409,5.001877512711765,6.8283759482985635
aco,random,1,22.846483217424414,0.8649836221259615,19.181588599094113,25.974748512911333
aco,random,2,12.408212283201326,0.49773856627379526,10.63270606081375,14.428599168568365
aco,random,3,9.030687975324179,0.380527289550102,7.704834710670556,10.181918091272657
aco,random,4,7.381359028235667,0.324738488767604,6.110570492321596,8.30000211020173
aco,random,5,6.449620644960759,0.3207367111231281,5.214294316371375,7.277680768409769
aco,random,6,5.855618574684565,0.3296971771075256,4.712571844452331,6.811113769702147
aco,distribute,2,11.960560365271421,0.4330497418761331,10.590294941969093,13.258076508484443
aco,distribute,3,8.441746109986191,0.30030558059992996,7.41927537219202,9.48299172867892
aco,distribute,4,6.865394789809018,0.2586511992869153,5.964221552974446,7.63037850892688
aco,distribute,5,5.9788220990191965,0.27625092314040195,5.117757633304626,6.766963245490823
aco,distribute,6,5.444373265311465,0.286867066693751,4.682790373535159,6.233880978447236
aco,random2,2,12.072285985226545,0.4487532119077749,10.571312238646115,13.326762267260856
aco,random2,3,8.707415466534073,0.3275850113264297,7.682074150884996,9.690760650149558
aco,random2,4,7.08537170401597,0.29559015009948775,6.00819810441269,7.915386978285084
aco,random2,5,6.187402342060148,0.3063148490949147,5.250019405513302,7.079115375149633
aco,random2,6,5.63413230467673,0.3104748157825709,4.832209198969748,6.542463875392971
aco,none,1,23.602066144071653,0.8788060552399725,20.838364343127928,26.146901287852142
aco,none,2,12.835156923558094,0.5279196126313703,11.190689117782963,14.459824751407222
aco,none,3,9.33336296189343,0.3891272988749001,8.021447289808858,10.676654701917702
aco,none,4,7.666089965876454,0.35053586995252034,6.3465320649309165,8.618117393021656
aco,none,5,6.705068151006344,0.33945688718783873,5.778703700349927,7.827581189676585
aco,none,6,6.072227175926042,0.32706641275142534,5.189404020807057,7.191566432225336
