0,48.704936400432466,60.837638127241156,37.25756895997545
2040,35.2339986664624,42.41256022274648,27.863066667172433
4081,28.97573784593073,34.21199796450634,22.836947406994188
6122,24.97223934363914,29.805663638360922,18.556424404609203
8163,22.12241682674493,26.602105657372732,16.63424731848492
10204,20.02516729147216,25.338508428344014,15.042101338817218
12244,18.23178163302402,22.716544720900824,13.081059629262402
14285,16.877704541767944,20.863165348931037,12.087063674095978
16326,15.730065443286236,19.668233576498533,11.655972828011977
18367,14.71858441751463,18.48202585383045,11.1489333322157
20408,13.908106749566555,17.66947523295011,11.054842997210901
22448,13.13242878446389,16.494018757813233,9.698170037156034
24489,12.529276129865488,15.807537719877745,8.37012317041705
26530,11.962191220171581,15.807537719877745,8.37012317041705
28571,11.482339886721082,14.182272595171533,8.37012317041705
30612,11.038273411596595,13.987497611685386,8.162671908606697
32653,10.705246069160747,13.774782185679925,8.114996875175827
34693,10.362102683498076,13.224507070131814,7.305774232559615
36734,10.037895397069102,12.8224098720872,7.305774232559615
38775,9.753878321622501,12.297335359491145,7.305774232559615
40816,9.521584437921398,11.784480851535996,6.8734420703300465
42857,9.31823858225984,11.754604992303124,6.8734420703300465
44897,9.126241851208606,11.754604992303124,6.378290247950931
46938,8.926933771624878,11.412758015402975,6.378290247950931
48979,8.781335605278791,11.073472037263468,6.378290247950931
51020,8.629865425564951,11.073472037263468,6.378290247950931
53061,8.52396094573175,10.879080875458643,6.378290247950931
55102,8.405083244073257,10.879080875458643,6.378290247950931
57142,8.309906703418843,10.62670228555933,6.198285582694354
59183,8.222035675741674,10.441021110704256,6.198285582694354
61224,8.152234181505968,10.292743864488342,6.198285582694354
63265,8.084980363998755,10.292743864488342,6.139508285038008
65306,8.029130113352663,10.292743864488342,6.005217465296637
67346,7.9767543012261095,10.292743864488342,5.930487535956557
69387,7.935043860142462,10.292743864488342,5.930487535956557
71428,7.893620115810927,10.292743864488342,5.930487535956557
73469,7.8561770192353615,10.292743864488342,5.892823699002401
75510,7.825382153698087,10.292743864488342,5.892823699002401
77551,7.792032246236017,10.292743864488342,5.892823699002401
79591,7.7599158998086954,9.776986400690129,5.892823699002401
81632,7.728879841303022,9.776986400690129,5.892823699002401
83673,7.702546190374404,9.776986400690129,5.892823699002401
85714,7.671538186997994,9.776986400690129,5.867982835678328
87755,7.651089857622923,9.776986400690129,5.867982835678328
89795,7.6284650477310585,9.776986400690129,5.867982835678328
91836,7.611531303617563,9.776986400690129,5.867982835678328
93877,7.587683669395621,9.776986400690129,5.696996663230074
95918,7.568824421320782,9.776986400690129,5.696996663230074
97959,7.547596049550555,9.363359868462117,5.696996663230074
100000,7.534238995896657,9.350725665550776,5.696996663230074
100000,7.520731013708113,9.300303057338894,5.696996663230074
100001,7.520731013708113,9.300303057338894,5.696996663230074
